,0,1,2
3268,orlando brewing partners,boscos restaurant brewing co memphis,86
3269,the rileys brewing company,three rivers brewing company,89
3270,pilsnergubbarna ab,kopparbergs bryggeri ab sofiero banco zeunerts,86
3271,brasserie artisanale des vosges,brasserie de milly,86
3272,beyerd caferestaurantbrouwerij de beyerd,bieres de saintlouis,86
3273,bryggeriet skands,bryggeriet sc fuglsang,73
3274,unionsbrau haidhausen,dornbrau,68
3275,brouwerij oud beersel,arcense stoombierbouwerij hertog jan brouwerij,86
3276,brauhaus goslar,brauhaus simon strasser,86
3277,mountain town station brewing co steakhouse,walking man brewing co,86
3278,mitchells knysna brewery,deka brewery,86
3279,trouble brewing,mt angel brewing company,86
3280,mt tallac brewing,whale gulch brewing company,86
3281,shenandoah brewing co,boscos restaurant brewing co memphis,86
3282,green flash brewing co,boscos restaurant brewing co memphis,86
3283,brigittabrau,raggeibrau,64
3284,la brasserie artisanale touken,la grihete,86
3285,slo organics llc,intercourse brewing company llc,86
3286,high street brewery cafe mcmenamins,mcmenamins,90
3287,krug bier,cervejaria rasen bier ltda,86
3288,beer engine the,beer engine,95
3289,oaken barrel brewing company,pisgah brewing co,86
3290,bluegrass brewing co east st matthews,bluegrass brewing co,90
3291,millbock brewing company,boscos restaurant brewing co memphis,86
3292,mohan breweries distilleries ltd,harvey son ltd,86
3293,privatbrauerei wittingen gmbh,kaltenberg international konig ludwig international gmbh cokg,86
3294,lion brewery inc,watson bros bistro brewery,86
3295,brew eyed,hogshead brew pub,86
3296,waveney brewing company,avery brewing company,91
3297,brauerei neder,spessart brauerei gmbh,86
3298,brasserie simon,brasserie de saintsylvestre,86
3299,thomas creek brewery,deka brewery,86
3300,fentimans ltd,helios distillery co ltd,86
3301,hokkaido beer brewery,deka brewery,86
3302,minamishinsyu brewery,deka brewery,86
3303,weasel boy brewing company,pisgah brewing co,86
3304,flat earth brewing company,fat cat brewing company,90
3305,simpsons brewing company sa de rl de cv,walking man brewing co,86
3306,kaltentaler brauhaus,brauhaus sion,86
3307,crown valley brewing distilling co,walking man brewing co,86
3308,yuksom breweries ltd,hellenic breweries of atalanti sa,86
3309,harlem brewing company,airdale brewing company,89
3310,brauerei johannes grasser,kolberg brauerei,86
3311,amadeus hausbrau,hauffbrau,74
3312,brouwerij donum ignis,arcense stoombierbouwerij hertog jan brouwerij,86
3313,klosterbrauerei ettal ettaler klosterbetriebe gmbh,klosterbrauerei,90
3314,cest what,witchs hat brewing co,60
3315,moskovskaya pivovarennaya kompaniya,kaluzhskaya pivovarennaya kompaniya,86
3316,charlys brew pub grill,great dane pub brewing company downtown,86
3317,nelson bays brewery,deka brewery,86
3318,mersea island brewery,island brew,90
3319,birra tirana,novecento fabbrica della birra,86
3320,barlan beverages group,ab group ltd,86
3321,island brewing company,barley island brewing company,95
3322,idle hands craft ales,slaters ales,86
3323,brauerei fassla,gatzweiler brauerei dusseldorf,86
3324,legend brewing co,whale gulch brewing company,86
3325,peaks brewpub,sailor hagars brewpub,86
3326,pasadena brewing company,galena brewing company,87
3327,the dodging duck brewhaus,the perfect pear cafe the vermont beer company,86
3328,brouwerij de musketiers,antarctica companhia brasileira de bebidas,86
3329,equinox brewing company,sequoia brewing company,87
3330,boone brewing company llc,bad monkey brewing company llc,87
3331,hainan asia pacific brewery,deka brewery,86
3332,three rivers brewing company,the rileys brewing company,89
3333,everards brewery ltd,deka brewery,86
3334,denisons brewing company restaurant,denisons brewing company,95
3335,yippieeio grille,flying goose brew pub grille,86
3336,grain brewery,against the grain brewery smokehouse,90
3337,six rivers brewery,deka brewery,86
3338,inuyama loreley beer,the perfect pear cafe the vermont beer company,86
3339,piraiki brewery 928949953961945970954942,watson bros bistro brewery,86
3340,west coast brewery,deka brewery,86
3341,pivovar a sodovkarna jihlava,privatbrauerei burgerbrau naila a wohn ohg,86
3342,wild goose brewery llc,deka brewery,86
3343,brasserie de tahiti sa,antarctica companhia brasileira de bebidas,86
3344,old orange brewing co,boscos restaurant brewing co memphis,86
3345,metalman brewery,watson bros bistro brewery,86
3346,the bag and kettle,the depot restaurant lounge,86
3347,barleys smokehouse and brewpub,the brew kettle taproom smokehouse production works,86
3348,brasserie a vapeur,brasserie de saintsylvestre,86
3349,tui brewery,watson bros bistro brewery,86
3350,alpine brewing company,haines brewing company,91
3351,karme as karksi olle,pivovar v martine heineken slovensko as,86
3352,occidental brewing co,boscos restaurant brewing co memphis,86
3353,brauerei aare bier,gatzweiler brauerei dusseldorf,86
3354,salmon creek brewery pub,deka brewery,86
3355,beaver creek brewery,bee creek brewery,92
3356,norfolk square brewery,deka brewery,86
3357,gueuzerie tilquin,bruuveri,56
3358,ceylon lion brewery limited,deka brewery,86
3359,durdin len,brauerei leonhard schubel,63
3360,paulaner brauhaus pulana pijiu fang,paulaner brauhaus,90
3361,rocky bay brewing company,mobjack bay brewing company,88
3362,sarajevska pivara,carlsberg srbija doo pivara,86
3363,mornington peninsula brewery,deka brewery,86
3364,schlossbrauerei autenried gmbh,kaltenberg international konig ludwig international gmbh cokg,86
3365,traverse brewing company,riverside brewing company,90
3366,legacy brewing co,whale gulch brewing company,86
3367,rock bottom restaurant and brewery,rock bottom restaurant brewery,95
3368,the doodle brewing company,pisgah brewing co,86
3369,leipziger brauhaus zu reudnitz gmbh,spessart brauerei gmbh,86
3370,ridgeway brewing,mt angel brewing company,86
3371,valhalla brewery sheltand refreshments ltd,watson bros bistro brewery,86
3372,gebr sunner gmbh co kg,boscos restaurant brewing co memphis,86
3373,nibe bryghus,ribe bryghus,92
3374,narragansett brewing co,boscos restaurant brewing co memphis,86
3375,kitzmann brau,restaurant flieger brau,86
3376,durango brewing,mt angel brewing company,86
3377,opa bier,choperia distribuidora opa bier,90
3378,bryggeri skovlyst,kopparbergs bryggeri ab sofiero banco zeunerts,86
3379,wild river brewery pizza company,deka brewery,86
3380,brauerei allersheim gmbh,brauerei westheim gmbh,87
3381,white rabbit,museum brewing company white shield brewery,86
3382,big time brewery alehouse,deka brewery,86
3383,endeavour beverages,hometown beverages brewing company,86
3384,big dogs draft house,colorado brewing company boulder draft house,86
3385,brasserie de pouldreuzic,antarctica companhia brasileira de bebidas,86
3386,black oak brewing co,black toad brewing co,93
3387,vetter alt heidelberger brauhaus,vetter alt heidelberger brauhaus neuenheim,95
3388,hometown beverages brewing company,walking man brewing co,86
3389,povolzhye oao,magadanskaya gruppa oao,86
3390,brouwerij t gaverhopke,arcense stoombierbouwerij hertog jan brouwerij,86
3391,argus brewery,watson bros bistro brewery,86
3392,castle brewing kenya ltd,boscos restaurant brewing co memphis,86
3393,william greenwood brewing co ltd,gettysburg brewing co,86
3394,titletown brewing company,triton brewing company,89
3395,fermebrasserie saint rieul,saint andre,86
3396,birrificio valcavallina,birrificio geco,86
3397,sapporo kaitakushi brewery harriet,deka brewery,86
3398,ballards brewery limited,deka brewery,86
3399,zeos brewing company sa,boscos restaurant brewing co memphis,86
3400,budge brothers brewery,2 brothers brewery,89
3401,grupo modelo sa de cv,antarctica companhia brasileira de bebidas,86
3402,shorts brewing company,shadows brewing company,89
3403,mickey finns brewery,deka brewery,86
3404,hubertus brau johann kuhtreiber ohg,kiesel brau,86
3405,brouwerij van eecke nv,van der bonerbosch brewing company llc,86
3406,redfish new orleans brewhouse,brewhouse at whistler high mountain brewing company,86
3407,vilniaus alus uab,butautu dvaro bravoras uab fulgor,86
3408,grizzly peak brewing company,peak brewing company,95
3409,brasserie bvm inc,brasserie de saintsylvestre,86
3410,marietta brewing company,matt brewing company,91
3411,mick duffs brewing company,pisgah brewing co,86
3412,matten,bluegrass brewing co east st matthews,75
3413,clarks crossing brewpub,backcountry brewery brewpub pizzeria,86
3414,browar krotoszyn,browar zwierzyniec zp w lublinie sa,86
3415,carolina brewery,ariana brewery,87
3416,pivovarinniy zavod samko,moskvoretskiy pivovarinniy zavod cebco,86
3417,revolution brewing,revolution brewing company brewpub,90
3418,independent breweries ltd,harvey son ltd,86
3419,damm s a,privatbrauerei burgerbrau naila a wohn ohg,86
3420,avondale brewing company,alandale brewing company,92
3421,beach chalet brewery and restaurant,ram restaurant and brewery,87
3422,brouwerij de prael,brouwerij de graal,89
3423,trinity brewhouse,brownstone restaurant brewhouse,86
3424,brewery vivant,watson bros bistro brewery,86
3425,baron brewing,brecon brewing,89
3426,twisted pine brewing company,twisted x brewing company,91
3427,sichuan china resources blue sword brewery co ltd,watson bros bistro brewery,86
3428,feral brewing co,mt angel brewing company,86
3429,block 15 brewery restaurant,deka brewery,86
3430,south east asia brewery,deka brewery,86
3431,hb clark co successors limited,oulton ales limited,86
3432,salm brau,st georgs brau gmbh,86
3433,porterhouse restaurant brew pub,hogshead brew pub,86
3434,brouwerij de bie dhellekappelle,bieres de saintlouis,86
3435,tracks brewing company,jacks brewing company,93
3436,fermebrasserie de gaillon,antarctica companhia brasileira de bebidas,86
3437,wind river brewing company,piney river brewing company,91
3438,brauerei haag,spessart brauerei gmbh,86
3439,wild duck brewery restaurant and music hall,watson bros bistro brewery,86
3440,los gatos brewing company,brewhouse at whistler high mountain brewing company,86
3441,grebbestad bryggeri,kopparbergs bryggeri ab sofiero banco zeunerts,86
3442,spirito divino bierwinkel bacelle,opa bier,68
3443,baias garagardotegia,sarmat,60
3444,goldochsenbrauerei fritz unbehauen,brauerei fritz gutmann,86
3445,tapps brewpub and steakhouse,black swan brewpub,86
3446,milwaukee brewing company,brewhouse at whistler high mountain brewing company,86
3447,big easy brewing company,big sky brewing company,94
3448,birra cascinazza,novecento fabbrica della birra,86
3449,jos schlitz brewing co pabst,pisgah brewing co,86
3450,cerveceria bayernbrau de mexico,bieres de saintlouis,86
3451,robert cain company limited,brewhouse at whistler high mountain brewing company,86
3452,la gastaldia,la brasserie du caou,86
3453,hook norton brewery co ltd,deka brewery,86
3454,st elias brewing company,steam brewing company,89
3455,slopes restaurant brewpub,pivovarsky dv367r plze328 purkmistr restaurant,86
3456,whitstable brewery,deka brewery,86
3457,eight degrees brewing,boscos restaurant brewing co memphis,86
3458,brasserie des trois fontaines,brasserie des fontaines,95
3459,firestone walker brewing co,pisgah brewing co,86
3460,blindmans brewery,watson bros bistro brewery,86
3461,liberator brewing company homebrew supply,walking man brewing co,86
3462,brasserie keravale,brasserie de saintsylvestre,86
3463,lomsko pivo,shumensko pivo carlsberg,86
3464,brasserie gigi,brasserie authentique,86
3465,seabright brewery,bright brewery,90
3466,privat brauerei zotler,brauerei ott,86
3467,dorset brewing company ltd,harvey son ltd,86
3468,notch brewing,franconia notch brewing company,90
3469,a labri de la tempete,la grihete,86
3470,mt begbie brewing co,boscos restaurant brewing co memphis,86
3471,beautiful brews inc,fredericksburg brewing company inc,86
3472,gore range brewery,deka brewery,86
3473,brasserie schutzenberger,brasserie meteor,86
3474,carlsberg danmark as,pivovar v martine heineken slovensko as,86
3475,lewis clark brewing company,pisgah brewing co,86
3476,vbl tien giang limited fosters,oulton ales limited,86
3477,amos howards brew pub,great dane pub brewing company downtown,86
3478,govnors public house restaurant and brewery,watson bros bistro brewery,86
3479,pivovar klaster,pivovar v martine heineken slovensko as,86
3480,koskipanimo plevna,panil,72
3481,the moon under water pub brewery,deka brewery,86
3482,brauerei fischerstube ag,kolberg brauerei,86
3483,edsten brewing company,east end brewing company,91
3484,brasserie dannoeulin,brasserie nationale bofferding,86
3485,10 barrel brewing co,boscos restaurant brewing co memphis,86
3486,ferguson brewing company,fargo brewing company,89
3487,bullmastiff brewery,deka brewery,86
3488,brownings brewery,watson bros bistro brewery,86
3489,napa valley ale works,wind valley brewery rakuno okoku kabushiki kaisha brewery,86
3490,the brewery exchange,deka brewery,86
3491,idaho brewing company,day brewing company,90
3492,brasserie lorraine sa,hellenic breweries of atalanti sa,86
3493,fallen angel brewery,deka brewery,86
3494,unicer uniao cervejeira sa,simpsons brewing company sa de rl de cv,86
3495,shadows brewing company,shorts brewing company,89
3496,buckhead brewery and grill,deka brewery,86
3497,pivovar radegast as,pivovar v martine heineken slovensko as,86
3498,mt brewery,fm brewery,90
3499,brauerei hainfeld karl riedmuller gmbh co kg,walking man brewing co,86
3500,main street brewery,main street brewery turonis pizza,90
3501,boylan bridge brewpub,backcountry brewery brewpub pizzeria,86
3502,som distilleries brewery,deka brewery,86
3503,tinkoff,tinkoffs brewery restaurant,90
3504,ottos pub and brewery,troy pub and brewery,88
3505,river side brewery restaurant,riverside brewery and restaurant,92
3506,monksouth thirsty monk south,lazy monk brewing,86
3507,braucommune in freistadt,abbey beverage company monastery of christ in the desert,86
3508,irkutskpisheprom,bru,60
3509,freeminer brewery ltd,deka brewery,86
3510,berrow brewery,beartown brewery,87
3511,erix birra,novecento fabbrica della birra,86
3512,companhia cervejaria brahma,antarctica companhia brasileira de bebidas,86
3513,bells hotel and brewery,deka brewery,86
3514,stone brewing co,stone coast brewing co,95
